Title: MORB_Gale2013-1

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 clinopyroxene_0 clinopyroxene_1 clinopyroxene_2 feldspar_0 quartz rhm-oxide_0 whitlockite 
5000.00 1248.15 100.060680 0.000000 0.286252 33.634989 15.071116 0.000000 44.511987 4.046176 2.139509 0.370652 
5000.00 1243.15 100.060094 0.000000 0.291907 33.566394 15.151171 0.000000 44.498416 4.046566 2.134989 0.370652 
5000.00 1238.15 100.059508 0.000000 0.297575 33.499976 15.229336 0.000000 44.484587 4.047026 2.130357 0.370652 
5000.00 1233.15 100.058924 0.000000 0.303256 33.435651 15.305705 0.000000 44.470494 4.047557 2.125609 0.370652 
5000.00 1228.15 100.058341 0.000000 0.308951 33.373341 15.380367 0.000000 44.456129 4.048160 2.120741 0.370652 
5000.00 1223.15 100.057760 0.000000 0.314659 33.312971 15.453406 0.000000 44.441485 4.048838 2.115749 0.370652 
5000.00 1218.15 100.057180 0.000000 0.320382 33.254472 15.524900 0.000000 44.426553 4.049592 2.110629 0.370652 
5000.00 1213.15 100.056601 0.000000 0.326120 33.197778 15.594926 0.000000 44.411326 4.050425 2.105374 0.370652 
5000.00 1208.15 100.056023 0.000000 0.331872 33.142830 15.663556 0.000000 44.395793 4.051339 2.099981 0.370652 
5000.00 1203.15 100.055447 0.000000 0.337641 33.089570 15.730859 0.000000 44.379947 4.052336 2.094444 0.370652 
5000.00 1198.15 100.054872 0.000000 0.343425 33.037945 15.796899 0.000000 44.363776 4.053418 2.088757 0.370652 
5000.00 1193.15 100.054299 0.000000 0.349226 32.987906 15.861741 0.000000 44.347272 4.054589 2.082914 0.370652 
5000.00 1188.15 100.053727 0.000000 0.355045 32.939405 15.925445 0.000000 44.330423 4.055850 2.076909 0.370652 
5000.00 1183.15 100.053157 0.000000 0.360881 32.892399 15.988069 0.000000 44.313217 4.057205 2.070734 0.370652 
5000.00 1178.15 100.052588 0.000000 0.366737 32.846848 16.049670 0.000000 44.295642 4.058657 2.064383 0.370652 
5000.00 1173.15 100.052020 0.000000 0.372612 32.802713 16.110302 0.000000 44.277687 4.060208 2.057847 0.370652 
5000.00 1168.15 100.051454 0.000000 0.378508 32.759960 16.170018 0.000000 44.259336 4.061863 2.051118 0.370652 
5000.00 1163.15 100.050890 0.000000 0.384425 32.718556 16.228870 0.000000 44.240576 4.063624 2.044187 0.370652 
5000.00 1158.15 100.050327 0.000000 0.390365 32.678470 16.286908 0.000000 44.221392 4.065496 2.037045 0.370652 
5000.00 1153.15 100.049766 0.000000 0.396330 32.639674 16.344182 0.000000 44.201766 4.067483 2.029680 0.370652 
5000.00 1148.15 100.048383 0.391063 0.462694 31.126532 16.869299 1.863927 43.516015 4.232561 1.586292 0.000000 
5000.00 1143.15 100.046621 0.390601 0.595888 29.183895 17.496298 4.283178 42.631792 4.453312 1.011657 0.000000 
5000.00 1138.15 100.044867 0.390158 0.721080 27.349438 18.092293 6.579251 41.787704 4.662846 0.462096 0.000000 
5000.00 1133.15 100.043249 0.389742 0.824877 25.822478 18.591962 8.499165 41.077476 4.837549 0.000000 0.000000 
5000.00 1128.15 100.042524 0.389398 0.826768 25.796973 18.604593 8.525105 41.064233 4.835454 0.000000 0.000000 
5000.00 1123.15 100.041806 0.389064 0.828640 25.772278 18.617354 8.550146 41.050894 4.833431 0.000000 0.000000 
5000.00 1118.15 100.041096 0.388740 0.830494 25.748367 18.630242 8.574322 41.037451 4.831480 0.000000 0.000000 
5000.00 1113.15 100.040394 0.388426 0.832330 25.725217 18.643252 8.597665 41.023900 4.829605 0.000000 0.000000 
5000.00 1108.15 100.039698 0.388120 0.834149 25.702805 18.656379 8.620206 41.010234 4.827805 0.000000 0.000000 
5000.00 1103.15 100.039011 0.387824 0.835952 25.681111 18.669619 8.641976 40.996446 4.826083 0.000000 0.000000 
5000.00 1098.15 100.038331 0.387536 0.837739 25.660116 18.682969 8.663001 40.982532 4.824439 0.000000 0.000000 
5000.00 1093.15 100.037658 0.387256 0.839510 25.639802 18.696423 8.683309 40.968483 4.822876 0.000000 0.000000 
5000.00 1088.15 100.036992 0.386984 0.841266 25.620152 18.709978 8.702924 40.954294 4.821395 0.000000 0.000000 
5000.00 1083.15 100.036334 0.386720 0.843007 25.601151 18.723630 8.721872 40.939957 4.819997 0.000000 0.000000 
5000.00 1078.15 100.035684 0.386463 0.844735 25.582785 18.737377 8.740175 40.925467 4.818683 0.000000 0.000000 
5000.00 1073.15 100.035040 0.386213 0.846448 25.565039 18.751213 8.757855 40.910816 4.817456 0.000000 0.000000 
5000.00 1068.15 100.034404 0.385969 0.848148 25.547903 18.765136 8.774933 40.895998 4.816317 0.000000 0.000000 
5000.00 1063.15 100.033776 0.385733 0.849835 25.531363 18.779143 8.791429 40.881006 4.815267 0.000000 0.000000 
5000.00 1058.15 100.033154 0.385503 0.851509 25.515409 18.793231 8.807363 40.865832 4.814307 0.000000 0.000000 
5000.00 1053.15 100.032540 0.385279 0.853171 25.500031 18.807396 8.822753 40.850471 4.813439 0.000000 0.000000 
5000.00 1048.15 100.031933 0.385061 0.854821 25.485219 18.821637 8.837616 40.834915 4.812665 0.000000 0.000000 
5000.00 1043.15 100.031333 0.384849 0.856459 25.470964 18.835949 8.851970 40.819158 4.811985 0.000000 0.000000 
5000.00 1038.15 100.030741 0.384643 0.858087 25.457256 18.850330 8.865831 40.803193 4.811401 0.000000 0.000000 
5000.00 1033.15 100.030155 0.384442 0.859703 25.444087 18.864779 8.879214 40.787016 4.810914 0.000000 0.000000 
5000.00 1028.15 100.029576 0.384246 0.861309 25.431449 18.879293 8.892135 40.770619 4.810525 0.000000 0.000000 
